名字,导演,主演,年份,时长,国家,类型,评分,评论人数,五星,四星,三星,二星,一星
好想告诉你,熊泽尚人,多部未华子,2010,128,日本,剧情 / 爱情,6.9,34924,11.5,32.9,45.8,8.4,1.3
乱,黑泽明,仲代达矢,1985,162,日本 / 法国,剧情 / 动作 / 战争,8.8,34433,50.4,38.9,9.7,0.8,0.3
乐高大电影,菲尔·罗德 / 克里斯托弗·米勒,克里斯·普拉特,2014,100,美国 / 澳大利亚 / 丹麦,喜剧 / 动画 / 冒险,7.9,38681,26.3,45.5,24.4,3.1,0.7
钢铁苍穹,提莫·沃伦索拉,戈兹·奥托,2012,93,芬兰 / 德国 / 澳大利亚,喜剧 / 动作 / 科幻,6.6,37693,10.6,29.7,41.3,14.6,3.9
大电影,阿甘,姚晨,2006,94,中国大陆,喜剧 / 动作,5.6,32326,3.3,14.4,49.2,24.7,8.4
极品基老伴 第一季,埃德·拜,伊恩·麦克莱恩,,,英国,喜剧 / 同性,8.9,41747,58.5,31.0,9.4,0.9,0.2
走到尽头,金成勋,李善均,2014,111,韩国,喜剧 / 惊悚 / 犯罪,7.8,39014,19.3,54.2,25.0,1.3,0.2
活死人黎明,扎克·施奈德,萨拉·波莉,2004,101,美国 / 加拿大 / 日本 / 法国,动作 / 科幻 / 恐怖,7.4,35101,15.4,45.2,34.9,3.7,0.7
南方与北方,布莱恩·派西维尔,丹妮拉·丹拜-阿什,,,英国,剧情 / 爱情,9.2,38739,65.0,29.3,5.3,0.3,0.0
不明身份,佐米·希尔拉,连姆·尼森,2011,113,美国 / 英国 / 德国 / 法国,剧情 / 悬疑 / 惊悚,7.0,36280,7.4,38.9,48.3,5.0,0.4
飞越老人院,张杨,许还山,2012,101,中国大陆,剧情 / 喜剧,7.8,36221,25.9,44.4,25.4,3.6,0.7
一夜迷情,玛西·塔吉丁,凯拉·奈特莉,2011,93,美国 / 法国,剧情 / 爱情,7.2,34003,11.1,41.7,42.2,4.4,0.5
爱情是狗娘,亚利桑德罗·冈萨雷斯·伊纳里图,盖尔·加西亚·贝纳尔,2000,115,墨西哥,剧情 / 惊悚,8.2,33984,31.0,51.7,15.8,1.2,0.3
断箭,吴宇森,约翰·特拉沃尔塔,1996,108,美国,动作 / 惊悚 / 犯罪,7.2,33671,10.4,43.7,41.8,3.6,0.4
五月之恋,徐小明,刘亦菲,2004,109,台湾,爱情,6.7,31012,10.8,26.4,51.6,9.5,1.7
世界尽头,埃德加·赖特,西蒙·佩吉,2013,109,英国,喜剧 / 动作 / 科幻,7.4,37487,17.0,42.1,34.6,5.2,1.1
一个好爸爸,张艾嘉,古天乐,2008,115,香港,剧情 / 家庭,7.1,31344,9.9,41.4,43.1,5.0,0.6
潜水钟与蝴蝶,朱利安·施纳贝尔,马修·阿马立克,2007,112,法国 / 美国,剧情 / 传记,7.9,31848,24.1,50.4,23.1,2.0,0.4
海啸奇迹,胡安·安东尼奥·巴亚纳,娜奥米·沃茨,2013,113,西班牙 / 美国,剧情 / 家庭 / 灾难,7.5,37680,15.1,49.0,32.2,3.2,0.5
摩托日记,沃尔特·塞勒斯,盖尔·加西亚·贝纳尔,2004,126,阿根廷 / 美国 / 智利 / 秘鲁 / 巴西 / 英国 / 德国 / 法国,剧情 / 传记 / 冒险,8.4,33621,38.6,45.9,14.3,1.1,0.2
吸血鬼日记 第三季,马科斯·西恩加,妮娜·杜波夫,,,美国,剧情 / 爱情 / 恐怖 / 奇幻,8.3,38268,38.7,40.1,18.8,1.9,0.5
陀枪师姐,邝业生,关咏荷,,,中国香港,剧情,8.3,32209,33.2,50.3,15.9,0.5,0.1
潜伏2,温子仁,帕特里克·威尔森,2013,106,美国,惊悚 / 恐怖,7.8,37797,22.4,48.8,25.7,2.6,0.4
每当变幻时,罗永昌,杨千嬅,2007,97,中国大陆 / 香港,剧情 / 喜剧 / 爱情,7.9,33971,24.7,48.0,24.8,2.2,0.3
老友记 第九季,Kevin Bright,詹妮弗·安妮斯顿,,,美国,喜剧 / 爱情,9.7,36218,87.2,11.0,1.6,0.1,0.1
你眼中的世界,布林·希尔,迈克尔·斯塔尔·大卫,2014,105,美国,剧情 / 爱情 / 科幻,7.5,38305,19.4,43.1,32.3,4.5,0.7
封神传奇,许安,李连杰,2016,109,香港 / 中国大陆,剧情 / 动作 / 奇幻,2.9,40904,1.7,1.6,7.5,16.6,72.6
共同警备区,朴赞郁,李英爱,2000,110,韩国,剧情 / 惊悚 / 战争,8.6,37114,44.0,44.9,10.2,0.7,0.1
98古惑仔之龙争虎斗,刘伟强,郑伊健,1998,114,香港,动作,7.2,31183,13.6,38.0,42.6,5.0,0.9
打，打个大西瓜,杨宇,,2008,16,中国大陆,动画 / 短片 / 战争,8.6,36450,46.5,40.1,12.0,1.1,0.3
绿茶,张元,赵薇,2003,83,中国大陆,剧情 / 爱情,6.2,28394,5.0,21.2,54.3,16.8,2.7
铁皮鼓,沃尔克·施隆多夫,马里奥·阿多夫,1979,142,西德 / 波兰 / 法国 / 南斯拉夫,剧情 / 历史 / 战争,8.3,31927,36.6,46.3,15.0,1.6,0.5
紫日,冯小宁,富大龙,2001,106,中国大陆,剧情 / 战争,8.1,33608,29.7,47.3,20.3,2.2,0.6
宰相刘罗锅,张子恩 / 石零,李保田,,,中国大陆,喜剧 / 古装,8.0,32402,26.9,49.3,22.3,1.3,0.3
无敌幸运星,陈友,周星驰,1990,90,香港,喜剧 / 动作,6.8,29939,10.1,28.5,53.9,6.8,0.8
热天午后,西德尼·吕美特,阿尔·帕西诺,1975,125,美国,剧情 / 喜剧 / 犯罪,8.6,35941,44.0,44.2,10.9,0.7,0.2
卡拉是条狗,路学长,葛优,2003,100,中国大陆,剧情 / 喜剧,7.1,30573,10.1,41.1,44.3,4.1,0.4
鹰眼,D·J·卡卢索,希亚·拉博夫,2008,118,美国 / 德国,动作 / 悬疑 / 惊悚,7.1,34632,9.3,40.8,44.1,5.2,0.7
给爸爸的信,元奎,李连杰,1995,104,香港,动作,7.6,31336,16.0,49.8,32.2,1.8,0.2
平常的心,瑞恩·墨菲,马克·鲁弗洛,2014,133,美国,剧情 / 同性 / 历史,8.3,37611,36.3,44.8,17.2,1.4,0.4
黄河绝恋,冯小宁,宁静,1999,105,中国,剧情 / 战争,7.5,29357,16.3,47.9,32.5,2.8,0.5
美国派3：美国婚礼,杰西·迪伦,贾森·比格斯,2003,96,美国 / 德国,喜剧 / 爱情,7.0,30954,11.7,32.9,48.6,5.9,0.9
独家试爱,叶念琛,方力申,2006,96,香港,喜剧 / 爱情,7.2,31801,12.1,40.8,41.5,4.8,0.8
未来警察,王晶,刘德华,2010,99,香港 / 台湾,科幻,3.8,34506,0.9,2.7,20.5,37.4,38.5
“吃吃”的爱,蔡康永,徐熙娣,2017,90,中国大陆 / 香港 / 台湾,喜剧 / 爱情 / 奇幻,5.4,41395,5.8,11.9,39.0,31.0,12.4
寻找小糖人,马利克·本德杰鲁,Steve Segerman,2012,86,英国 / 瑞典 / 芬兰,纪录片 / 音乐 / 传记,9.1,36688,62.7,30.8,5.9,0.4,0.2
失恋巧克力职人,松山博昭 / 宫木正悟,松本润,,,日本,剧情 / 爱情,7.5,42675,20.0,41.3,32.1,5.4,1.2
大事件,杜琪峰,陈慧琳,2004,90,中国大陆 / 香港,剧情 / 动作 / 犯罪,6.5,31277,5.4,27.8,55.4,10.0,1.3
盗墓笔记 第一季,罗永昌 / 刘国辉,李易峰,,,中国大陆,悬疑 / 冒险,4.0,41705,7.3,6.1,16.6,17.8,52.2
唐璜,约瑟夫·高登-莱维特,约瑟夫·高登-莱维特,2013,90,美国,剧情 / 喜剧 / 爱情,6.3,36568,5.0,21.9,56.1,14.9,2.0
等一个人咖啡,江金霖,宋芸桦,2014,119,台湾 / 香港,喜剧 / 爱情,6.0,36918,9.0,22.6,39.2,19.0,10.1
决战猩球,蒂姆·波顿,马克·沃尔伯格,2001,119,美国,动作 / 科幻 / 惊悚 / 冒险,6.8,33659,8.0,33.2,49.1,8.4,1.3
咒怨2,清水崇,酒井法子,2003,92,日本,恐怖,7.2,31485,16.8,37.1,39.2,5.6,1.3
疾速特攻,查德·史塔赫斯基,基努·里维斯,2017,122,美国 / 香港 / 意大利 / 加拿大,动作 / 惊悚 / 犯罪,7.3,38973,17.2,40.0,34.8,6.6,1.4
小李飞刀,袁和平 / 鲁晓威 / 李瀚韬,焦恩俊,,,中国大陆 / 台湾,武侠 / 古装,7.4,32342,17.5,40.7,36.6,4.3,0.9
和你在一起,陈凯歌,唐韵,2002,116,中国大陆 / 韩国,剧情 / 音乐,7.8,31528,22.2,47.4,26.8,3.0,0.6
刀锋战士2,吉尔莫·德尔·托罗,韦斯利·斯奈普斯,2002,117,美国 / 德国,动作 / 惊悚 / 恐怖 / 奇幻 / 冒险,6.9,31537,8.3,33.9,51.3,5.5,0.9
杀出个黎明,罗伯特·罗德里格兹,乔治·克鲁尼,1996,108,美国,动作 / 恐怖 / 犯罪,7.5,34654,19.1,45.5,30.1,4.4,1.0
我要复仇,朴赞郁,宋康昊,2002,121,韩国,剧情 / 惊悚 / 犯罪,7.9,35398,24.1,50.3,22.8,2.3,0.5
猎杀本·拉登,凯瑟琳·毕格罗,杰西卡·查斯坦,2012,157,美国,剧情 / 惊悚 / 历史,7.6,36439,18.0,48.5,29.3,3.3,0.9
整编特工,Robert Luketic,阿什顿·库彻,2011,100,美国,喜剧 / 动作 / 爱情 / 惊悚,6.2,33276,4.7,21.7,55.7,15.4,2.6
公主与青蛙,罗恩·克莱蒙兹 / 约翰·马斯克,阿尼卡·诺尼·罗斯,2009,97,美国,喜剧 / 爱情 / 动画 / 歌舞,7.3,34508,12.7,42.2,41.4,3.3,0.4
双瞳,陈国富,梁家辉,2002,112,香港 / 台湾,悬疑 / 恐怖,7.2,33516,14.5,39.9,37.9,6.5,1.1
无间双龙：这份爱，才是正义,石井康晴,生田斗真,,,日本,剧情,8.2,41006,36.9,40.8,19.5,2.3,0.5
伦敦生活 第一季,哈利·布拉德比尔 / 蒂姆·柯比,菲比·沃勒-布里奇,,,英国,剧情 / 喜剧,8.7,39658,47.1,41.2,10.5,0.9,0.3
虎胆龙威2,雷尼·哈林,布鲁斯·威利斯,1990,124,美国,动作 / 惊悚 / 犯罪,7.7,32249,17.8,53.2,27.2,1.6,0.2
痞子英雄,蔡岳勋,周渝民,,,台湾,动作 / 犯罪,8.1,36066,30.1,47.2,20.2,2.0,0.5
男孩别哭,金伯莉·皮尔斯,希拉里·斯万克,1999,118,美国,剧情 / 爱情 / 同性 / 犯罪,8.1,31213,27.4,51.5,19.3,1.5,0.3
逆时营救,尹鸿承,杨幂,2017,106,中国大陆,动作 / 科幻,4.8,41051,2.9,8.6,33.8,32.9,21.8
亚当,Max Mayer,休·丹西,2009,99,美国,剧情 / 爱情,7.8,34566,21.4,51.6,25.3,1.6,0.2
双雄,陈木胜,黎明,2003,100,香港,惊悚,6.4,29260,4.1,22.9,61.0,10.5,1.4
远在天边,菲利普·亨特,吉姆·布劳德本特,2008,24,英国,剧情 / 动画 / 短片,9.0,34853,57.5,33.7,8.3,0.4,0.1
林肯,史蒂文·斯皮尔伯格,丹尼尔·戴-刘易斯,2012,150,美国,剧情 / 传记 / 历史,7.7,34502,20.1,48.2,28.6,2.6,0.5
六指琴魔,吴勉勤,林青霞,1994,91,香港 / 中国大陆,动作 / 武侠 / 古装,7.0,29442,9.6,35.5,49.4,4.9,0.6
神盾局特工 第一季,乔斯·韦登,克拉克·格雷格,,,美国,剧情 / 动作 / 科幻,7.9,42715,27.8,44.8,22.8,3.7,1.0
攻壳机动队2：无罪,押井守,田中敦子,2004,100,日本,剧情 / 科幻 / 动画,9.0,35127,61.6,29.5,7.9,0.7,0.2
枪王,罗志良,张国荣,2000,96,香港,动作 / 惊悚 / 犯罪,8.1,33354,27.9,49.1,21.1,1.7,0.2
世界末日,塞斯·罗根 / 埃文·戈德堡,塞斯·罗根,2013,107,美国,喜剧 / 奇幻,6.7,36164,11.1,33.2,41.0,11.3,3.5
重版出来！,土井裕泰 / 福田亮介 / 冢原亚由子,黑木华,,,日本,剧情 / 喜剧,9.1,40443,66.1,26.6,6.2,0.8,0.3
赶尽杀绝,迈克尔·戴维斯,克里夫·欧文,2007,86,美国,喜剧 / 动作 / 惊悚 / 犯罪 / 冒险,7.4,34035,16.9,42.8,33.6,5.5,1.1
冲出亚马逊,宋业明,侯勇,2002,102,中国大陆,剧情 / 动作,6.4,31544,7.5,26.7,48.0,12.5,5.2
看得见风景的房间,詹姆斯·伊沃里,玛吉·史密斯,1985,117,英国,剧情 / 爱情,7.7,31136,20.3,48.1,29.2,2.1,0.3
痞子英雄2：黎明升起,蔡岳勋,赵又廷,2014,126,中国大陆 / 台湾 / 香港,剧情 / 动作 / 犯罪,5.4,36195,3.5,12.3,46.1,28.3,9.8
黑夜传说前传：狼族再起,帕特里克·塔特普洛斯,麦克·辛,2009,92,美国 / 新西兰,动作 / 惊悚 / 奇幻,6.7,32641,8.4,30.1,51.6,8.6,1.2
蕾切尔的婚礼,乔纳森·戴米,安妮·海瑟薇,2008,113,美国,剧情 / 爱情 / 家庭,6.9,31615,8.8,36.0,47.7,6.7,0.8
奶酪陷阱,李允贞,朴海镇,,,韩国,喜剧 / 爱情,7.3,39971,22.9,32.0,34.6,7.8,2.7
史前一万年,罗兰·艾默里奇,史蒂文·斯崔特,2008,109,美国,剧情 / 奇幻 / 冒险,5.9,31272,4.3,17.8,51.1,21.0,5.8
猴子捞月,周克勤,,1981,11,中国大陆,动画 / 短片,8.0,27831,28.7,45.2,24.6,1.3,0.2
相见恨早,奈吉·柯尔,阿曼达·皮特,2005,107,美国,剧情 / 喜剧 / 爱情,7.7,32565,19.8,46.4,30.8,2.6,0.3
给桃子的信,冲浦启之,美山加恋,2011,120,日本,剧情 / 动画,8.1,35141,28.2,50.5,20.0,1.1,0.2
饺子,陈果,杨千嬅,2004,91,香港,剧情 / 惊悚,6.5,30918,6.5,28.5,52.6,10.8,1.7
搞笑一家人,金秉旭 / 金英基,李顺载,,,韩国,剧情 / 喜剧 / 爱情 / 家庭,9.4,39448,76.4,19.8,3.4,0.3,0.1
逃出生天,彭发 / 彭顺,古天乐,2013,107,香港 / 中国大陆,剧情 / 灾难,6.7,36144,8.2,33.5,46.9,9.4,2.1
钢之炼金术师FA,入江泰浩,朴璐美,,,日本,剧情 / 动作 / 科幻 / 动画 / 冒险,9.5,40367,79.0,17.1,3.5,0.3,0.2
恶作剧2吻,瞿友宁,郑元畅,,,台湾,喜剧 / 爱情,8.3,37159,43.1,32.1,20.6,3.5,0.7
危城,陈木胜,刘青云,2016,120,中国大陆 / 香港,剧情 / 动作 / 犯罪 / 武侠 / 古装,5.6,37460,4.6,14.8,46.6,26.0,8.0
黑店狂想曲,马克·卡罗 / 让-皮埃尔·热内,多米尼克·皮侬,1991,99,法国,喜剧 / 奇幻,8.1,30837,28.9,48.0,20.4,2.2,0.5
秘窗,大卫·凯普,约翰尼·德普,2004,96,美国,悬疑 / 惊悚,7.0,31601,10.6,35.3,47.2,6.2,0.7
她和她的猫,新海诚,新海诚,,5,日本,剧情 / 动画 / 短片,8.1,32417,30.9,45.8,21.3,1.6,0.3
最后的巫师猎人,布瑞克·埃斯纳尔,范·迪塞尔,2016,107,美国,动作 / 奇幻 / 冒险,5.8,36836,4.0,14.6,51.7,24.7,5.0
穿越时空的爱恋,孙太泉 / 杨军,张庭,,,中国大陆,剧情 / 奇幻 / 古装,7.4,33427,19.2,39.1,36.2,4.5,0.9
猜火车2,丹尼·博伊尔,伊万·麦克格雷格,2017,117,英国,剧情 / 犯罪,8.0,41313,29.0,45.4,22.2,2.7,0.7
青春期,管晓杰,赵奕欢,2011,51,中国大陆,剧情,4.1,34360,3.0,5.8,22.6,28.5,40.1
精灵鼠小弟2,罗伯·明可夫,迈克尔·J·福克斯,2002,77,美国,喜剧 / 家庭 / 奇幻 / 冒险,7.0,28863,9.4,34.6,51.8,3.9,0.3
杰出公民,加斯顿·杜帕拉特 / 马里亚诺·寇恩,奥斯卡·马丁内兹,2016,118,阿根廷 / 西班牙,剧情 / 喜剧,8.4,37488,36.7,48.6,13.2,1.2,0.3
魔法奇幻秀,特瑞·吉列姆,希斯·莱杰,2011,123,英国 / 加拿大 / 法国,悬疑 / 奇幻 / 冒险,6.9,33534,11.3,34.8,43.5,8.6,1.7
龙纹身的女孩,涅尔斯·阿登·欧普勒夫,劳米·拉佩斯,2009,152,瑞典 / 丹麦 / 德国 / 比利时,剧情 / 悬疑 / 惊悚 / 犯罪,7.5,32473,14.7,50.5,31.8,2.6,0.4
极地特快,罗伯特·泽米吉斯,汤姆·汉克斯,2005,100,美国,动画 / 家庭 / 奇幻 / 冒险,7.6,31276,19.9,42.9,33.1,3.6,0.5
死在西部的一百万种方式,塞思·麦克法兰,塞思·麦克法兰,2014,116,美国,喜剧 / 西部,6.8,35449,10.3,32.9,45.2,9.8,1.8
美国黑帮,雷德利·斯科特,丹泽尔·华盛顿,2007,157,美国,剧情 / 犯罪,7.8,31536,20.3,52.7,25.1,1.7,0.3
纸牌屋 第三季,约翰·大卫·科尔斯 / 詹姆斯·弗雷 / 塔克·盖茨 / 约翰·达尔 / 罗宾·怀特 / 阿格涅丝卡·霍兰,凯文·史派西,,,美国,剧情 / 惊悚,8.3,37683,36.6,45.2,16.7,1.2,0.2
我老婆未满十八岁,阮世生,郑伊健,2002,120,香港,喜剧 / 爱情,6.5,27955,6.9,23.9,56.0,11.4,1.8
贝利叶一家,艾里克·拉缇戈,露安·艾梅哈,2014,105,法国 / 比利时,剧情 / 喜剧 / 音乐 / 家庭,8.3,36384,34.6,49.2,15.1,1.0,0.1
疑犯追踪 第一季,大卫·塞梅尔 / 理查德·J·刘易斯 / 史蒂文·德保罗 / 查尔斯·比森 / 科林·巴克西 / Dennis Smith / 弗雷德·托耶 / Milan Cheylov / 阿莱克斯·扎克雷泽夫斯基 / 杰弗里·G.亨特 / 斯蒂芬·威廉姆斯 / 布拉德·安德森 / 克里斯·费舍 / 大卫·凡·安肯 / Jeff T. Thomas / 拉里·滕 / Stephen Semel / 凯文·布瑞,迈克尔·爱默生,,,美国,剧情 / 悬疑 / 犯罪,9.1,40348,62.9,29.0,7.0,0.8,0.3
醉拳2,刘家良,成龙,1994,102,香港,喜剧 / 动作,7.5,29401,16.5,45.4,35.5,2.3,0.3
全城戒备,陈木胜,郭富城,2010,110,香港 / 中国大陆,动作 / 科幻 / 惊悚,4.4,33470,1.3,5.0,30.5,37.9,25.3
商标的世界,François Alaux / Herve de Crecy / Ludovic Houplain,Sherman Augustus,2009,16,法国,动作 / 动画 / 短片 / 犯罪,8.1,33832,29.3,48.1,20.7,1.7,0.3
自杀专卖店,帕特里斯·勒孔特,Bernard Alane,2012,79,法国 / 加拿大 / 比利时,喜剧 / 动画 / 歌舞,7.0,34223,11.4,35.7,45.2,6.9,0.8
夺宝奇兵4,史蒂文·斯皮尔伯格,哈里森·福特,2008,122,美国,动作 / 惊悚 / 冒险,6.9,31919,9.5,35.9,47.0,6.7,0.9
副作用,史蒂文·索德伯格,裘德·洛,2013,106,美国,剧情 / 惊悚 / 犯罪,7.4,35020,10.4,52.4,34.4,2.5,0.2
苗翠花,萧显辉,关咏荷,,,香港,剧情 / 喜剧 / 武侠 / 古装,7.7,30541,20.1,47.5,30.5,1.7,0.2
侠盗联盟,冯德伦,刘德华,2017,108,中国大陆 / 香港 / 捷克,动作 / 冒险,5.3,38767,1.9,8.7,49.6,32.7,7.1
小丑回魂,安德斯·穆斯切蒂,比尔·斯卡斯加德,2017,135,美国 / 加拿大,剧情 / 恐怖 / 儿童,7.3,68060,15.0,43.4,34.7,5.6,1.3
A计划续集,成龙,成龙,1987,106,香港,喜剧 / 动作 / 犯罪,7.4,29384,13.9,45.6,37.9,2.3,0.3
松鼠，坚果和时间机器,克里斯·雷纳德 / 麦克·特米尔,克里斯·韦奇,2006,7,美国,动画 / 短片,8.7,33371,47.2,40.3,12.0,0.5,0.1
圣殇,金基德,李廷镇,2012,104,韩国,剧情,7.7,33540,22.4,47.2,26.1,3.3,1.0
微不足道,让-巴普蒂斯特·安德烈,西蒙·佩吉,2006,86,英国 / 加拿大,喜剧 / 惊悚 / 犯罪,8.2,35134,28.9,51.7,17.9,1.3,0.2
好想告诉你,镝木宏,能登麻美子,,,日本,爱情 / 动画,8.8,40931,53.5,35.0,10.4,0.9,0.2
金色梦乡,中村义洋,堺雅人,2010,139,日本,剧情 / 悬疑 / 惊悚,8.5,36091,42.0,41.8,14.1,1.6,0.4
行运一条龙,李力持,周星驰,1998,99,香港,剧情 / 喜剧 / 爱情,6.6,28084,8.1,25.3,56.0,9.4,1.2
福尔摩斯先生,比尔·康顿,伊恩·麦克莱恩,2015,104,英国 / 美国,剧情 / 悬疑 / 犯罪,7.7,35596,20.0,49.9,27.2,2.4,0.4
落魄大厨,乔恩·费儒,乔恩·费儒,2014,114,美国,喜剧,7.6,34913,17.6,48.6,31.2,2.4,0.3
生活多美好,弗兰克·卡普拉,詹姆斯·斯图尔特,1946,118,美国,剧情 / 爱情 / 奇幻,9.2,34662,67.8,26.2,5.5,0.4,0.2
白鹿原,刘进,张嘉译,,,中国大陆,剧情 / 历史,8.8,51290,54.8,33.9,8.8,1.5,1.0
的士速递2,热拉尔·克瓦兹克,萨米·纳塞利,2000,88,法国,喜剧 / 动作 / 犯罪,7.8,30677,19.9,52.8,25.5,1.6,0.2
生命之树,泰伦斯·马力克,布拉德·皮特,2011,139,美国,剧情 / 家庭 / 奇幻,6.9,30756,16.7,31.2,38.2,10.5,3.5
醉拳,袁和平,成龙,1978,111,香港,喜剧 / 动作,7.3,28229,11.9,44.9,40.2,2.6,0.4
未生,金元锡,任时完,,,韩国,剧情,9.3,40878,70.5,23.6,5.0,0.6,0.4
生人勿进,托马斯·阿尔弗莱德森,凯尔·赫德布朗特,2008,115,瑞典,剧情 / 恐怖,7.7,33050,21.0,45.7,28.9,3.6,0.7
疤面煞星,布莱恩·德·帕尔玛,阿尔·帕西诺,1983,170,美国,剧情 / 惊悚 / 犯罪,8.2,32430,32.1,48.7,17.4,1.5,0.3
纯洁心灵·逐梦演艺圈,毕志飞,朱哲健,2017,98,中国大陆,剧情 / 喜剧,2.1,40830,0.8,0.1,0.1,0.3,98.8
夜·上海,张一白,赵薇,2007,110,中国大陆 / 日本,剧情 / 爱情,6.6,28062,7.9,28.8,50.4,11.0,2.0
如果蜗牛有爱情,张开宙,王凯,,,中国大陆,剧情 / 爱情 / 悬疑,7.3,43949,18.5,36.9,35.3,6.9,2.3
神探亨特张,高群书,张立宪,2012,118,中国大陆,动作 / 犯罪,6.9,33538,11.9,35.4,40.1,9.7,2.9
魔方大厦,查侃,,,,中国大陆,动画 / 儿童 / 奇幻 / 冒险,8.7,30553,52.4,32.9,12.9,1.3,0.4
无翼鸟,Dony Permedi,,2006,3,美国,剧情 / 动画 / 短片,9.0,33559,62.3,28.4,8.3,0.7,0.2
魔女柔熙,全基尚,在熙,,,韩国,喜剧 / 爱情,6.9,31152,11.2,33.3,46.8,7.5,1.1
超新约全书,雅克·范·多梅尔,伯努瓦·波尔沃德,2015,113,比利时 / 法国 / 卢森堡,喜剧 / 奇幻,7.9,35810,25.9,48.3,22.6,2.6,0.6
孤芳不自赏,鞠觉亮,钟汉良,,,中国大陆,剧情 / 古装,3.0,39684,4.9,2.9,6.9,10.2,75.2
傻瓜,金正权,车太贤,2008,104,韩国,剧情 / 爱情,7.5,30609,18.8,44.4,32.6,3.7,0.5
娜娜2,大谷健太郎,中岛美嘉,2006,130,日本,剧情 / 爱情,6.4,28800,9.4,22.9,48.5,16.1,3.0
笑林小子2：新乌龙院,朱延平,郝劭文,1994,90,香港 / 台湾,喜剧 / 动作,7.6,28731,18.4,47.1,31.6,2.4,0.5
明亮的星,简·坎皮恩,艾比·考尼什,2009,119,英国 / 澳大利亚 / 法国,剧情 / 爱情 / 传记,7.7,31937,20.4,47.3,29.4,2.6,0.3
忠奸人,迈克·内威尔,阿尔·帕西诺,1997,127,美国,剧情 / 惊悚 / 犯罪,8.1,31119,27.0,51.1,20.5,1.3,0.2
特工强档,申太罗,金荷娜,2010,112,韩国,喜剧 / 动作 / 爱情,6.7,31636,7.2,31.4,52.0,8.3,1.1
兔子洞,约翰·卡梅隆·米切尔,妮可·基德曼,2010,91,美国,剧情 / 家庭,7.3,31545,11.7,45.5,39.3,3.1,0.4
猫和老鼠,约瑟夫·巴伯拉 / 威廉·汉纳 / 特克斯·艾弗里 / Michael Lah,道斯·巴特勒,,,美国,喜剧 / 动画 / 家庭,9.6,32669,84.2,13.0,2.5,0.1,0.1
奔跑吧！兄弟,胡笳 / 岑俊义,杨颖,2015,88,中国大陆,喜剧,3.3,35820,2.2,2.6,13.4,22.9,58.9
福音战士新剧场版：序,庵野秀明 / 摩砂雪 / 鹤卷和哉,绪方惠美,2007,98,日本,动作 / 科幻 / 动画,9.1,33721,62.5,28.8,7.8,0.6,0.3
珍爱,李·丹尼尔斯,加布蕾·丝迪贝,2009,110,美国,剧情,8.1,31813,26.0,54.9,17.7,1.1,0.2
托斯卡纳艳阳下,奥黛丽·威尔斯,戴安·琳恩,2003,113,美国 / 意大利,剧情 / 喜剧 / 爱情,8.1,32574,28.8,47.9,21.3,1.8,0.3
居家男人,布莱特·拉特纳,尼古拉斯·凯奇,2000,125,美国,剧情 / 喜剧 / 爱情 / 家庭 / 奇幻,8.0,31607,26.5,49.7,22.1,1.5,0.2
电梯里的恶魔,John Erick Dowdle,克里斯·梅西纳,2010,80,美国,悬疑 / 惊悚 / 恐怖,6.4,33104,4.7,26.1,55.0,12.4,1.8
硫磺岛的来信,克林特·伊斯特伍德,渡边谦,2006,141,美国,剧情 / 历史 / 战争,8.0,33279,25.3,52.3,20.5,1.5,0.4
南郭先生,钱家骍 / 王柏荣,郑拾风,1981(中国大陆),18,中国大陆,动画 / 短片,8.1,27050,28.6,46.8,23.5,0.9,0.1
生吃,朱利亚·迪库诺,加朗斯·马里利埃,2016,99,法国 / 意大利 / 比利时,剧情 / 恐怖,7.1,36713,12.3,39.4,39.5,7.0,1.8
女男变错身,尼克·赫伦,萨米拉·阿姆斯特朗,2006,95,美国 / 英国 / 加拿大,喜剧 / 爱情,6.9,30365,8.6,33.2,52.0,5.7,0.6
空天猎,李晨,李晨,2017,115,中国大陆,剧情 / 动作 / 战争,5.2,40137,6.1,13.2,35.4,22.7,22.6
埃及艳后,达里尔·F·扎努克 / 约瑟夫·L·曼凯维奇 / 鲁本·马莫利安,伊丽莎白·泰勒,1963,192,英国 / 美国 / 瑞士,剧情 / 爱情 / 传记 / 历史,7.7,27572,19.3,48.7,29.4,2.3,0.3
约会～恋爱究竟是什么呢～,武内英树 / 石川淳一,杏,,,日本,剧情 / 喜剧,8.6,38298,46.5,39.4,12.1,1.5,0.5
时光尽头的恋人,李·杜兰·克里格,布蕾克·莱弗利,2015,112,美国,剧情 / 爱情 / 奇幻,6.4,35338,8.4,25.0,48.4,15.5,2.8
仙履奇缘,克莱德·杰洛尼米 / 威尔弗雷德·杰克逊 / 汉密尔顿·卢斯科,艾琳·伍兹,1950,74,美国,爱情 / 动画 / 歌舞 / 奇幻,8.1,27992,29.1,49.4,20.5,0.9,0.1
天若有情,陈木胜,刘德华,1990,87,香港,剧情 / 动作 / 爱情,8.0,29494,27.2,48.2,23.2,1.3,0.2
杀人漫画,金容钧,严基俊,2013,104,韩国,悬疑 / 惊悚 / 犯罪,7.1,34150,9.3,43.0,41.9,5.1,0.7
人类清除计划,詹姆斯·德莫纳克,伊桑·霍克,2013,85,美国 / 法国,科幻 / 惊悚 / 犯罪,5.7,34448,4.8,16.6,45.6,24.7,8.4
